ID đơn hàng,ID sản phẩm,Tên sản phẩm,Sku,Id Sku,Sku người bán,Giá,Payment Amount,Đơn vị tiền tệ,Số lượng,Phương thức thanh toán,Trạng thái đơn hàng,Tên người dùng nhà sáng tạo,Loại nội dung,Id nội dung,commission model,Tỷ lệ khấu trừ Thuế TNCN,Thuế TNCN ước tính,Thuế TNCN thực tế,Tỷ lệ hoa hồng tiêu chuẩn,Cơ sở hoa hồng ước tính,Thanh toán hoa hồng tiêu chuẩn ước tính,Cơ sở hoa hồng thực tế,Thanh toán hoa hồng thực tế,Tỷ lệ hoa hồng Quảng cáo cửa hàng,Thanh toán hoa hồng Quảng cáo cửa hàng ước tính,Thanh toán hoa hồng Quảng cáo cửa hàng thực tế,Thưởng đồng chi trả cho nhà sáng tạo ước tính,Thưởng đồng chi trả cho nhà sáng tạo thực tế,Trả hàng & hoàn tiền,Hoàn tiền,Thời gian đã tạo,Thời gian thanh toán,Thời gian sẵn sàng vận chuyển,Order Delivery Time,Thời gian hoàn thành đơn hàng,Thời gian hoa hồng đã thanh toán,Platform
579065905459923837,1730386973596223834,"Phân bón SIÊU RA HOA ĐẬU QUẢ DƯỠNG TRÁI Cung cấp dinh dưỡng cho cây trồng, tiết kiệm chi phí canh tác",Default,1730386994314905946,,116000,164800,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7391479074546354952,fixed commission,,,,,116000,,116000,,,,,,,0,0,14/07/2024 21:10:11,17/07/2024 12:19:35,14/07/2024 21:10:14,17/07/2024 12:19:35,02/08/2024 00:54:16,,TTS
579066095555152550,1730561561229101402,"Phân thuốc NANO ĐỒNG + 5 gói RYDOXIN giúp đẩy lùi nấm bệnh, bảo vệ và tăng cường sức khỏe cho cây trồng giốngcây raungótrừng",Default,1730561567745149274,,166857,198815,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7391479074546354952,fixed commission,,,,,166857,,,,,,,,,0,0,14/07/2024 21:48:29,,14/07/2024 21:48:30,,,,TTS
579066095555152550,1730384567223617882,"Bột sinh học giúp phục hồi bộ rễ, vàng lá, héo xanh toàn diện Cheatumig TC 1kg giốngcây raungótrừng",Default,1730384594205706586,,125143,187385,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7391479074546354952,fixed commission,,,,,125143,,,,,,,,,0,0,14/07/2024 21:48:29,,14/07/2024 21:48:30,,,,TTS
579069833461336573,1730561360996043098,"Combo Phân thuốc Nano Tonic + 5 gói A6 Phục hồi xoăn lá, xoắn ngọn, khảm lá, Vọt đọt, đẻ nhánh, phục hồi cây kém phát triển giốngcây raungótrừng",Default,1730561382850529626,,160950,243500,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7391844740448127751,fixed commission,,,,,160950,,160950,,,,,,,0,0,15/07/2024 20:21:35,18/07/2024 11:18:31,15/07/2024 20:21:37,18/07/2024 11:18:31,03/08/2024 01:38:46,,TTS
579069980692940828,1730384567223617882,"Bột sinh học giúp phục hồi bộ rễ, vàng lá, héo xanh toàn diện Cheatumig TC 1kg giốngcây raungótrừng",Default,1730384594205706586,,106100,195900,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7391844740448127751,fixed commission,,,,,106100,,106100,,,,,,,0,0,15/07/2024 20:47:28,18/07/2024 14:30:14,15/07/2024 20:47:29,18/07/2024 14:30:14,03/08/2024 00:01:49,,TTS
579070186199747289,1730561561229101402,"Phân thuốc NANO ĐỒNG + 5 gói RYDOXIN giúp đẩy lùi nấm bệnh, bảo vệ và tăng cường sức khỏe cho cây trồng giốngcây raungótrừng",Default,1730561567745149274,,144800,217100,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7391844740448127751,fixed commission,,,,,144800,,144800,,,,,,,0,0,15/07/2024 21:31:32,18/07/2024 17:34:31,15/07/2024 21:31:34,18/07/2024 17:34:31,03/08/2024 02:11:16,,TTS
579074022787024954,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) giốngcây raungótrừng",Default,1730421827041724762,,366300,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392215320700537608,fixed commission,,,,,366300,,366300,,,,,,,0,0,16/07/2024 20:55:00,19/07/2024 17:21:28,16/07/2024 20:55:02,19/07/2024 17:21:28,04/08/2024 02:01:38,,TTS
579074241086589643,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Vọt đọt, Xanh lá, Mập cây - Cải tạo đất, Tiết kiệm chi phí phân bón, Chống hạn hán, Tăng hấp thụ phân bón giốngcây raungótrừng",Default,1730420328725121370,,336850,509000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392215320700537608,fixed commission,,,,,336850,,336850,,,,,,,0,0,16/07/2024 21:40:17,19/7/2024 16:38:24,16/07/2024 21:40:18,19/07/2024 16:38:24,04/08/2024 02:18:42,,TTS
579077954246642334,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,322500,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392583226445171464,fixed commission,,,,,322500,,322500,,,,,,,0,0,17/07/2024 20:25:24,21/07/2024 19:30:55,17/07/2024 20:25:26,21/07/2024 19:30:55,06/08/2024 00:27:04,,TTS
579077997940542382,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,366300,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392583226445171464,fixed commission,,,,,366300,,366300,,,,,,,0,0,17/07/2024 20:36:49,21/7/2024 15:54:32,17/07/2024 20:36:51,21/07/2024 15:54:32,06/08/2024 00:20:36,,TTS
579078036287162640,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,343200,541700,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7392583226445171464,fixed commission,,,,,343200,,,,,,,,,0,0,17/07/2024 20:40:27,,17/07/2024 20:40:28,,,,TTS
579078027040688400,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,331500,541700,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392583226445171464,fixed commission,,,,,331500,,331500,,,,,,,0,0,17/07/2024 20:42:15,22/7/2024 16:02:55,17/07/2024 20:42:16,22/07/2024 16:02:55,07/08/2024 02:33:30,,TTS
579078401945930580,1730384567223617882,"Phân bón Cheatumig phòng héo xanh , tuyến trùng rễ , lở cổ rễ , cải tạo đất phục hồi bộ rễ, vàng lá, héo xanh toàn diện TC 1kg",Default,1730384594205706586,,87499,257599,VND,2,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392583226445171464,fixed commission,,,,,174998,,174998,,,,,,,0,0,17/07/2024 22:00:48,21/7/2024 10:09:23,17/07/2024 22:00:49,21/07/2024 10:09:23,06/08/2024 00:48:44,,TTS
579081919225236347,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,370000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7392945533717121800,fixed commission,,,,,370000,,370000,,,,,,,0,0,18/07/2024 20:08:23,21/7/2024 16:34:30,18/07/2024 20:08:25,21/07/2024 16:34:30,06/08/2024 00:14:26,,TTS
579089846459861453,1730384567223617882,"Phân bón Cheatumig phòng héo xanh , tuyến trùng rễ , lở cổ rễ , cải tạo đất phục hồi bộ rễ, vàng lá, héo xanh toàn diện TC 1kg",Default,1730384594205706586,,105000,195900,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7393704516464167688,fixed commission,,,,,105000,,105000,,,,,,,0,0,20/07/2024 21:05:50,24/7/2024 15:34:05,20/07/2024 21:05:51,24/07/2024 15:34:05,09/08/2024 02:05:52,,TTS
579089878371895391,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,365000,525700,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7393704516464167688,fixed commission,,,,,365000,,365000,,,,,,,0,0,20/07/2024 21:15:17,23/7/2024 09:20:53,20/07/2024 21:15:19,23/07/2024 09:20:53,08/08/2024 01:11:29,,TTS
579089986915764867,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,355000,525700,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7393704516464167688,fixed commission,,,,,355000,,,,,,,,,0,0,20/07/2024 21:35:55,,20/07/2024 21:35:56,,,,TTS
579089993732426375,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,365000,525700,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7393704516464167688,fixed commission,,,,,365000,,,,,,,,,0,0,20/07/2024 21:39:31,,20/07/2024 21:39:32,,,,TTS
579093728870370079,1730384567223617882,"Phân bón Cheatumig phòng héo xanh , tuyến trùng rễ , lở cổ rễ , cải tạo đất phục hồi bộ rễ, vàng lá, héo xanh toàn diện TC 1kg",Default,1730384594205706586,,100000,195900,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394074967732325138,fixed commission,,,,,100000,,100000,,,,,,,0,0,21/07/2024 20:37:52,24/07/2024 09:55:40,21/07/2024 20:37:54,24/07/2024 09:55:40,09/08/2024 00:16:43,,TTS
579094092031625311,1730561561229101402,"Combo NANO ĐỒNG + 5 gói RYDOXIN giúp đẩy lùi nấm bệnh, bảo vệ và tăng cường sức khỏe cho cây trồng",Default,1730561567745149274,,145000,217100,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394074967732325138,fixed commission,,,,,145000,,145000,,,,,,,0,0,21/07/2024 21:59:56,23/7/2024 09:21:02,21/07/2024 21:59:57,23/07/2024 09:21:02,08/08/2024 02:19:49,,TTS
579094120793540703,1730572663594060122,"chế phẩm toàn cầu 200ml-500ml cho Cây Phát Triển Mạnh , phát triển tốt cho cây trồng , tăng năng xuất , giảm chi phí",Chai 200ml,1730572760364976474,,100000,153100,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394074967732325138,fixed commission,,,,,100000,,100000,,,,,,,0,0,21/07/2024 22:07:50,23/07/2024 09:20:56,21/07/2024 22:07:52,23/07/2024 09:20:56,08/08/2024 02:20:19,,TTS
579094146535689060,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,355000,525000,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7394074967732325138,fixed commission,,,,,355000,,,,,,,,,0,0,21/07/2024 22:12:51,,21/07/2024 22:12:52,,,,TTS
579097562724010667,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,400000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,400000,,400000,,,,,,,0,0,22/07/2024 19:44:34,25/7/2024 15:05:53,22/07/2024 19:44:36,25/07/2024 15:05:53,10/08/2024 01:11:52,,TTS
579097618048321579,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,375000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,375000,,375000,,,,,,,0,0,22/07/2024 19:55:36,25/07/2024 13:40:59,22/07/2024 19:55:37,25/07/2024 13:40:59,10/08/2024 02:17:19,,TTS
579097725545646214,1730384567223617882,"Phân bón Cheatumig phòng héo xanh , tuyến trùng rễ , lở cổ rễ , cải tạo đất phục hồi bộ rễ, vàng lá, héo xanh toàn diện TC 1kg",Default,1730384594205706586,,121000,669700,VND,5,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,605000,,605000,,,,,,,0,0,22/07/2024 20:19:37,25/07/2024 11:10:00,22/07/2024 20:19:38,25/07/2024 11:10:00,10/08/2024 02:15:54,,TTS
579097783566568120,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Kích rễ, Vọt đọt, Xanh lá, Mập cây - Cải tạo đất, Tiết kiệm chi phí phân bón, Chống hạn hán, Tăng hấp thụ phân bón",Default,1730420328725121370,,385000,509000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,385000,,385000,,,,,,,0,0,22/07/2024 20:33:33,25/07/2024 14:23:01,22/07/2024 20:33:34,25/07/2024 14:23:01,10/08/2024 02:21:55,,TTS
579097849222432937,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,340000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,340000,,340000,,,,,,,0,0,22/07/2024 20:47:22,25/07/2024 17:17:31,22/07/2024 20:47:23,25/07/2024 17:17:31,10/08/2024 00:21:07,,TTS
579098046437034110,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,400000,525700,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,400000,,400000,,,,,,,0,0,22/07/2024 21:31:23,26/07/2024 11:41:56,22/07/2024 21:31:25,26/07/2024 11:41:56,11/08/2024 00:00:58,,TTS
579098081806682459,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,375000,525700,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,375000,,375000,,,,,,,0,0,22/07/2024 21:36:01,26/07/2024 14:29:53,22/07/2024 21:36:03,26/07/2024 14:29:53,11/08/2024 02:57:16,,TTS
579098073412373445,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,375000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,375000,,375000,,,,,,,0,0,22/07/2024 21:36:33,26/07/2024 16:27:23,22/07/2024 21:36:34,26/07/2024 16:27:23,11/08/2024 00:04:10,,TTS
579098176350357878,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,375000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7394438558422960914,fixed commission,,,,,375000,,375000,,,,,,,0,0,22/07/2024 21:56:38,25/07/2024 14:57:04,22/07/2024 21:56:39,25/07/2024 14:57:04,10/08/2024 02:08:35,,TTS
579105276148877963,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,395000,929150,VND,2,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,790000,,,,,,,,,0,0,24/07/2024 19:52:40,,24/07/2024 19:52:42,,,,TTS
579105286424004870,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,385000,540000,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,385000,,385000,,,,,,,0,0,24/07/2024 19:53:55,27/07/2024 10:05:52,24/07/2024 19:53:57,27/07/2024 10:05:52,12/08/2024 02:11:44,,TTS
579105343763810840,1730561360996043098,"Combo Phân thuốc Nano Tonic + 5 gói A6 Phục hồi xoăn lá, xoắn ngọn, khảm lá, Vọt đọt, đẻ nhánh, phục hồi cây kém phát triển giốngcây raungótrừng",Default,1730561382850529626,,175880,243500,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,175880,,175880,,,,,,,0,0,24/07/2024 20:07:15,27/07/2024 13:21:24,24/07/2024 20:07:17,27/07/2024 13:21:24,12/08/2024 01:31:18,,TTS
579105373869214422,1730572663594060122,"chế phẩm toàn cầu 200ml-500ml cho Cây Phát Triển Mạnh , phát triển tốt cho cây trồng , tăng năng xuất , giảm chi phí",Chai 200ml,1730572760364976474,,110000,259550,VND,2,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,220000,,220000,,,,,,,0,0,24/07/2024 20:14:10,27/07/2024 15:43:41,24/07/2024 20:14:11,27/07/2024 15:43:41,12/08/2024 00:52:31,,TTS
579105422334659286,1730561561229101402,"Combo NANO ĐỒNG + 5 gói RYDOXIN giúp đẩy lùi nấm bệnh, bảo vệ và tăng cường sức khỏe cho cây trồng",Default,1730561567745149274,,170000,390600,VND,2,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,340000,,340000,,,,,,,0,0,24/07/2024 20:24:59,27/07/2024 15:44:08,24/07/2024 20:25:00,27/07/2024 15:44:08,12/08/2024 01:28:51,,TTS
579105675614193729,1730561525696006490,"Combo Nano Đồng + 5 gói JIALETON Giúp Cây Hấp Thu Nhanh, Lưu Dẫn Mạnh, Phát Triển Mạnh giốngcây raungótrừng",Default,1730561534185146714,,174000,400300,VND,2,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,348000,,,,,,,,,0,0,24/07/2024 21:20:13,,24/07/2024 21:20:16,,,,TTS
579105702448957505,1730561525696006490,"Combo Nano Đồng + 5 gói JIALETON Giúp Cây Hấp Thu Nhanh, Lưu Dẫn Mạnh, Phát Triển Mạnh giốngcây raungótrừng",Default,1730561534185146714,,177333,552767,VND,3,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,532000,,532000,,,,,,,0,0,24/07/2024 21:24:38,31/07/2024 08:26:52,24/07/2024 21:24:39,31/07/2024 08:26:52,16/08/2024 02:14:36,,TTS
579105770444786390,1730421812382697818,"Đạm Cá Hữu Cơ Amino Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít)",Default,1730421827041724762,,395000,541700,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7395180809464171272,fixed commission,,,,,395000,,395000,,,,,,,0,0,24/07/2024 21:34:46,27/07/2024 15:44:15,24/07/2024 21:34:47,27/07/2024 15:44:15,12/08/2024 01:54:21,,TTS
